,survived,pclass,age,sibsp,parch,fare,adult_male,alone,female,male,C,Q,S,Cherbourg,Queenstown,Southampton,no,yes,child,man,woman,First,Second,Third
255,True,3,29.0,0,2,15.2458,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
256,True,1,32.0,0,0,79.2,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
257,True,1,30.0,0,0,86.5,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
258,True,1,35.0,0,0,512.3292,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
259,True,2,50.0,0,1,26.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
260,False,3,33.0,0,0,7.75,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
261,True,3,3.0,4,2,31.3875,False,False,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1
262,False,1,52.0,1,1,79.65,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
263,False,1,40.0,0,0,0.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
264,False,3,32.0,0,0,7.75,False,True,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
265,False,2,36.0,0,0,10.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
266,False,3,16.0,4,1,39.6875,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
267,True,3,25.0,1,0,7.775,True,False,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
268,True,1,58.0,0,1,153.4625,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
269,True,1,35.0,0,0,135.6333,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
270,False,1,33.0,0,0,31.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
271,True,3,25.0,0,0,0.0,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
272,True,2,41.0,0,1,19.5,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
273,False,1,37.0,0,1,29.7,True,False,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
274,True,3,32.0,0,0,7.75,False,True,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
275,True,1,63.0,1,0,77.9583,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
276,False,3,45.0,0,0,7.75,False,True,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
277,False,2,33.0,0,0,0.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
278,False,3,7.0,4,1,29.125,False,False,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1
279,True,3,35.0,1,1,20.25,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
280,False,3,65.0,0,0,7.75,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
281,False,3,28.0,0,0,7.8542,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
282,False,3,16.0,0,0,9.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
283,True,3,19.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
284,False,1,33.0,0,0,26.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
285,False,3,33.0,0,0,8.6625,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
286,True,3,30.0,0,0,9.5,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
287,False,3,22.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
288,True,2,42.0,0,0,13.0,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
289,True,3,22.0,0,0,7.75,False,True,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
290,True,1,26.0,0,0,78.85,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
291,True,1,19.0,1,0,91.0792,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
292,False,2,36.0,0,0,12.875,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
293,False,3,24.0,0,0,8.85,False,True,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
294,False,3,24.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
295,False,1,33.0,0,0,27.7208,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
296,False,3,23.5,0,0,7.2292,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
297,False,1,2.0,1,2,151.55,False,False,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
298,True,1,33.0,0,0,30.5,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
299,True,1,50.0,0,1,247.5208,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
300,True,3,32.0,0,0,7.75,False,True,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
301,True,3,33.0,2,0,23.25,True,False,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
302,False,3,19.0,0,0,0.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
303,True,2,32.0,0,0,12.35,False,True,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
304,False,3,33.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
305,True,1,0.92,1,2,151.55,False,False,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0
306,True,1,32.0,0,0,110.8833,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
307,True,1,17.0,1,0,108.9,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
308,False,2,30.0,1,0,24.0,True,False,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
309,True,1,30.0,0,0,56.9292,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
310,True,1,24.0,0,0,83.1583,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
311,True,1,18.0,2,2,262.375,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
312,False,2,26.0,1,1,26.0,False,False,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
313,False,3,28.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
314,False,2,43.0,1,1,26.25,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
315,True,3,26.0,0,0,7.8542,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
316,True,2,24.0,1,0,26.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
317,False,2,54.0,0,0,14.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
318,True,1,31.0,0,2,164.8667,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
319,True,1,40.0,1,1,134.5,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
320,False,3,22.0,0,0,7.25,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
321,False,3,27.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
322,True,2,30.0,0,0,12.35,False,True,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
323,True,2,22.0,1,1,29.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
324,False,3,33.0,8,2,69.55,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
325,True,1,36.0,0,0,135.6333,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
326,False,3,61.0,0,0,6.2375,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
327,True,2,36.0,0,0,13.0,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
328,True,3,31.0,1,1,20.525,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
329,True,1,16.0,0,1,57.9792,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
330,True,3,32.0,2,0,23.25,False,False,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
331,False,1,45.5,0,0,28.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
332,False,1,38.0,0,1,153.4625,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
333,False,3,16.0,2,0,18.0,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
334,True,1,32.0,1,0,133.65,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
335,False,3,33.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
336,False,1,29.0,1,0,66.6,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
337,True,1,41.0,0,0,134.5,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
338,True,3,45.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
339,False,1,45.0,0,0,35.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
340,True,2,2.0,1,1,26.0,False,False,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0
341,True,1,24.0,3,2,263.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
342,False,2,28.0,0,0,13.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
343,False,2,25.0,0,0,13.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
344,False,2,36.0,0,0,13.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
345,True,2,24.0,0,0,13.0,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
346,True,2,40.0,0,0,13.0,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
347,True,3,32.0,1,0,16.1,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
348,True,3,3.0,1,1,15.9,False,False,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1
349,False,3,42.0,0,0,8.6625,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
350,False,3,23.0,0,0,9.225,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
351,False,1,33.0,0,0,35.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
352,False,3,15.0,1,1,7.2292,False,False,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
353,False,3,25.0,1,0,17.8,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
354,False,3,33.0,0,0,7.225,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
355,False,3,28.0,0,0,9.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
356,True,1,22.0,0,1,55.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
357,False,2,38.0,0,0,13.0,False,True,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
358,True,3,32.0,0,0,7.8792,False,True,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
359,True,3,32.0,0,0,7.8792,False,True,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
360,False,3,40.0,1,4,27.9,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
361,False,2,29.0,1,0,27.7208,True,False,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
362,False,3,45.0,0,1,14.4542,False,False,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
363,False,3,35.0,0,0,7.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
364,False,3,33.0,1,0,15.5,True,False,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
365,False,3,30.0,0,0,7.25,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
366,True,1,60.0,1,0,75.25,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
367,True,3,32.0,0,0,7.2292,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
368,True,3,32.0,0,0,7.75,False,True,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
369,True,1,24.0,0,0,69.3,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
370,True,1,25.0,1,0,55.4417,True,False,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
371,False,3,18.0,1,0,6.4958,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
372,False,3,19.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
373,False,1,22.0,0,0,135.6333,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
374,False,3,3.0,3,1,21.075,False,False,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
375,True,1,32.0,1,0,82.1708,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
376,True,3,22.0,0,0,7.25,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
377,False,1,27.0,0,2,211.5,True,False,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
378,False,3,20.0,0,0,4.0125,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
379,False,3,19.0,0,0,7.775,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
380,True,1,42.0,0,0,227.525,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
381,True,3,1.0,0,2,15.7417,False,False,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
382,False,3,32.0,0,0,7.925,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
383,True,1,35.0,1,0,52.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
384,False,3,33.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
385,False,2,18.0,0,0,73.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
386,False,3,1.0,5,2,46.9,False,False,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
387,True,2,36.0,0,0,13.0,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
388,False,3,33.0,0,0,7.7292,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
389,True,2,17.0,0,0,12.0,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
390,True,1,36.0,1,2,120.0,True,False,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
391,True,3,21.0,0,0,7.7958,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
392,False,3,28.0,2,0,7.925,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
393,True,1,23.0,1,0,113.275,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
394,True,3,24.0,0,2,16.7,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
395,False,3,22.0,0,0,7.7958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
396,False,3,31.0,0,0,7.8542,False,True,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
397,False,2,46.0,0,0,26.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
398,False,2,23.0,0,0,10.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
399,True,2,28.0,0,0,12.65,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
400,True,3,39.0,0,0,7.925,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
401,False,3,26.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
402,False,3,21.0,1,0,9.825,False,False,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
403,False,3,28.0,1,0,15.85,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
404,False,3,20.0,0,0,8.6625,False,True,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
405,False,2,34.0,1,0,21.0,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
406,False,3,51.0,0,0,7.75,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
407,True,2,3.0,1,1,18.75,False,False,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0
408,False,3,21.0,0,0,7.775,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
409,False,3,32.0,3,1,25.4667,False,False,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
410,False,3,33.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
411,False,3,33.0,0,0,6.8583,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
412,True,1,33.0,1,0,90.0,False,False,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
413,False,2,33.0,0,0,0.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
414,True,3,44.0,0,0,7.925,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
415,False,3,32.0,0,0,8.05,False,True,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
416,True,2,34.0,1,1,32.5,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
417,True,2,18.0,0,2,13.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
418,False,2,30.0,0,0,13.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
419,False,3,10.0,0,2,24.15,False,False,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
420,False,3,33.0,0,0,7.8958,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
421,False,3,21.0,0,0,7.7333,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
422,False,3,29.0,0,0,7.875,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
423,False,3,28.0,1,1,14.4,False,False,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
424,False,3,18.0,1,1,20.2125,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
425,False,3,33.0,0,0,7.25,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
426,True,2,28.0,1,0,26.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
427,True,2,19.0,0,0,26.0,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
428,False,3,33.0,0,0,7.75,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
429,True,3,32.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
430,True,1,28.0,0,0,26.55,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
431,True,3,32.0,1,0,16.1,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
432,True,2,42.0,1,0,26.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
433,False,3,17.0,0,0,7.125,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
434,False,1,50.0,1,0,55.9,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
435,True,1,14.0,1,2,120.0,False,False,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0
436,False,3,21.0,2,2,34.375,False,False,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
437,True,2,24.0,2,3,18.75,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
438,False,1,64.0,1,4,263.0,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
439,False,2,31.0,0,0,10.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
440,True,2,45.0,1,1,26.25,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
441,False,3,20.0,0,0,9.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
442,False,3,25.0,1,0,7.775,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
443,True,2,28.0,0,0,13.0,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
444,True,3,33.0,0,0,8.1125,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
445,True,1,4.0,0,2,81.8583,False,False,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0
446,True,2,13.0,0,1,19.5,False,False,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
447,True,1,34.0,0,0,26.55,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
448,True,3,5.0,2,1,19.2583,False,False,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
449,True,1,52.0,0,0,30.5,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
450,False,2,36.0,1,2,27.75,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
451,False,3,33.0,1,0,19.9667,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
452,False,1,30.0,0,0,27.75,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
453,True,1,49.0,1,0,89.1042,True,False,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
454,False,3,33.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
455,True,3,29.0,0,0,7.8958,True,True,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
456,False,1,65.0,0,0,26.55,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
457,True,1,32.0,1,0,51.8625,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
458,True,2,50.0,0,0,10.5,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
459,False,3,33.0,0,0,7.75,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
460,True,1,48.0,0,0,26.55,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
461,False,3,34.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
462,False,1,47.0,0,0,38.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
463,False,2,48.0,0,0,13.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
464,False,3,33.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
465,False,3,38.0,0,0,7.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
466,False,2,33.0,0,0,0.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
467,False,1,56.0,0,0,26.55,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
468,False,3,33.0,0,0,7.725,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
469,True,3,0.75,2,1,19.2583,False,False,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
470,False,3,33.0,0,0,7.25,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
471,False,3,38.0,0,0,8.6625,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
472,True,2,33.0,1,2,27.75,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
473,True,2,23.0,0,0,13.7917,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
474,False,3,22.0,0,0,9.8375,False,True,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
475,False,1,33.0,0,0,52.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
476,False,2,34.0,1,0,21.0,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
477,False,3,29.0,1,0,7.0458,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
478,False,3,22.0,0,0,7.5208,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
479,True,3,2.0,0,1,12.2875,False,False,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
480,False,3,9.0,5,2,46.9,False,False,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
481,False,2,33.0,0,0,0.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
482,False,3,50.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
483,True,3,63.0,0,0,9.5875,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
484,True,1,25.0,1,0,91.0792,True,False,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
485,False,3,32.0,3,1,25.4667,False,False,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
486,True,1,35.0,1,0,90.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
487,False,1,58.0,0,0,29.7,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
488,False,3,30.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
489,True,3,9.0,1,1,15.9,False,False,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1
490,False,3,33.0,1,0,19.9667,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
491,False,3,21.0,0,0,7.25,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
492,False,1,55.0,0,0,30.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
493,False,1,71.0,0,0,49.5042,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
494,False,3,21.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
495,False,3,33.0,0,0,14.4583,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
496,True,1,54.0,1,0,78.2667,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
497,False,3,33.0,0,0,15.1,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
498,False,1,25.0,1,2,151.55,False,False,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
499,False,3,24.0,0,0,7.7958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
500,False,3,17.0,0,0,8.6625,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
501,False,3,21.0,0,0,7.75,False,True,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
502,False,3,32.0,0,0,7.6292,False,True,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
503,False,3,37.0,0,0,9.5875,False,True,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
504,True,1,16.0,0,0,86.5,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
505,False,1,18.0,1,0,108.9,True,False,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
506,True,2,33.0,0,2,26.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
507,True,1,33.0,0,0,26.55,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
508,False,3,28.0,0,0,22.525,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
509,True,3,26.0,0,0,56.4958,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
510,True,3,29.0,0,0,7.75,True,True,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
